% Model,hl2.mph
% Version,COMSOL 6.1.0.357
% Date,"Nov 24 2023, 13:15"
% Table,Accumulated Probe Table 5 - 
% d1 (m),m,freq (Hz),"Total acoustic pressure (Pa), Pressure","Total acoustic velocity, z-component (m^3/s), Velocity","Total acoustic pressure (Pa), Pressure 1","Total acoustic velocity, z-component (m^3/s), Velocity 1","10*log10(acpr.p_t/acpr.v_tz), Impedance Probe 5"
0.03,3,2980,0,0,13000,-5.293355079455324E-8+0.011296780627815977i,18.435218838171426-6.821902196486871i
0.03,3,2990,0,0,13000,-5.29336359623523E-8+0.011258071385089793i,18.450238321838096-6.821902267307792i
0.03,3,3000,0,0,13000,-5.293372202732885E-8+0.011219616984482464i,18.465210931327835-6.821902338152812i
0.03,3,3010,0,0,13000,-5.2933808996521075E-8+0.011181414884752909i,18.480136991330337-6.821902409022031i
0.03,3,3020,0,0,13000,-5.2933896877046755E-8+0.011143462578313133i,18.49501682332443-6.821902479915557i
0.03,3,3030,0,0,13000,-5.2933985676109747E-8+0.011105757590672791i,18.5098507456206-6.821902550833494i
0.03,3,3040,0,0,13000,-5.2934075401007344E-8+0.011068297479894684i,18.52463907340294-6.8219026217759415i
0.03,3,3050,0,0,13000,-5.293416605913842E-8+0.011031079836061043i,18.539382118770344-6.821902692743007i
0.03,3,3060,0,0,13000,-5.293425765801396E-8+0.010994102280750276i,18.55408019077703-6.821902763734792i
0.03,3,3070,0,0,13000,-5.2934350205267624E-8+0.010957362466523717i,18.56873359547251-6.821902834751401i
0.03,3,3080,0,0,13000,-5.29344437086689E-8+0.010920858076422764i,18.583342635940728-6.821902905792944i
0.03,3,3090,0,0,13000,-5.2934538176139405E-8+0.010884586823475302i,18.59790761233882-6.821902976859523i
0.03,3,3100,0,0,13000,-5.293463361577014E-8+0.010848546450212007i,18.612428821935016-6.821903047951245i
0.03,3,3110,0,0,13000,-5.2934730035843235E-8+0.010812734728191702i,18.62690655914622-6.821903119068209i
0.03,3,3120,0,0,13000,-5.293482744485739E-8+0.010777149457536123i,18.64134111557466-6.821903190210533i
0.03,3,3130,0,0,13000,-5.29349258515573E-8+0.010741788466473178i,18.655732780044325-6.821903261378313i
0.03,3,3140,0,0,13000,-5.293502526497035E-8+0.010706649610889254i,18.67008183863658-6.821903332571664i
0.03,3,3150,0,0,13000,-5.293512569444915E-8+0.010671730773889752i,18.684388574725403-6.821903403790692i
0.03,3,3160,0,0,13000,-5.2935227149723046E-8+0.010637029865368032i,18.698653269012066-6.821903475035505i
0.03,3,3170,0,0,13000,-5.293532964096164E-8+0.010602544821582419i,18.712876199559233-6.821903546306205i
0.03,3,3180,0,0,13000,-5.2935433178850656E-8+0.010568273604741123i,18.727057641824665-6.821903617602913i
0.03,3,3190,0,0,13000,-5.293553777468587E-8+0.010534214202594797i,18.74119786869446-6.82190368892573i
0.03,3,3200,0,0,13000,-5.293564344048854E-8+0.010500364628036683i,18.755297150515776-6.821903760274771i
0.03,3,3210,0,0,13000,-5.293575018914841E-8+0.010466722918710081i,18.769355755129187-6.821903831650146i
0.03,3,3220,0,0,13000,-5.293585803460306E-8+0.010433287136622902i,18.783373947900678-6.821903903051964i
0.03,3,3230,0,0,13000,-5.293596699206175E-8+0.010400055367769022i,18.797351991753306-6.821903974480345i
0.03,3,3240,0,0,13000,-5.2936077078292115E-8+0.010367025721756677i,18.811290147198434-6.821904045935402i
0.03,3,3250,0,0,13000,-5.2936188311984005E-8+0.01033419633144309i,18.82518867236684-6.82190411741725i
0.03,3,3260,0,0,13000,-5.2936300714219843E-8+0.010301565352575233i,18.83904782303972-6.821904188926005i
0.03,3,3270,0,0,13000,-5.293641430908757E-8+0.010269130963436915i,18.85286785267936-6.82190426046179i
0.03,3,3280,0,0,13000,-5.293652912448632E-8+0.01023689136450113i,18.866649012460154-6.821904332024727i
0.03,3,3290,0,0,13000,-5.293664519319941E-8+0.010204844778087935i,18.880391551299592-6.821904403614943i
0.03,3,3300,0,0,13000,-5.29367625543383E-8+0.01017298944802697i,18.894095715889804-6.82190447523257i
0.03,3,3310,0,0,13000,-5.293688125531408E-8+0.01014132363932429i,18.907761750729758-6.821904546877738i
0.03,3,3320,0,0,13000,-5.2937001354566996E-8+0.010109845637832278i,18.921389898158832-6.821904618550597i
0.03,3,3330,0,0,13000,-5.293712292540486E-8+0.0100785537499222i,18.934980398391897-6.8219046902513005i
0.03,3,3340,0,0,13000,-5.29372460614992E-8+0.010047446302157126i,18.948533489557473-6.821904761980013i
0.03,3,3350,0,0,13000,-5.293737088490718E-8+0.010016521640963375i,18.96204940773977-6.821904833736922i
0.03,3,3360,0,0,13000,-5.2937497558033553E-8+0.009985778132296796i,18.975528387027232-6.821904905522234i
0.03,3,3370,0,0,13000,-5.293762630191619E-8+0.009955214161298217i,18.988970659570732-6.8219049773362i
0.03,3,3380,0,0,13000,-5.293775742494754E-8+0.009924828131929605i,19.00237645565713-6.821905049179128i
0.03,3,3390,0,0,13000,-5.29378913694383E-8+0.009894618466575923i,19.015746003807276-6.82190512105141i
0.03,3,3400,0,0,13000,-5.2938028789890506E-8+0.009864583605586985i,19.02907953091496-6.82190519295357i
0.03,3,3410,0,0,13000,-5.2938170690259294E-8+0.009834722006712574i,19.042377262456316-6.821905264886354i
0.03,3,3420,0,0,13000,-5.2938318677002276E-8+0.009805032144342252i,19.05563942282576-6.821905336850909i
0.03,3,3430,0,0,13000,-5.293847545449392E-8+0.00977551250836822i,19.068866235913678-6.821905408849065i
0.03,3,3440,0,0,13000,-5.293864586918174E-8+0.009746161602277816i,19.082057926175413-6.82190548088402i
0.03,3,3450,0,0,13000,-5.293883932445965E-8+0.009716977939533685i,19.095214720788935-6.821905552961886i
0.03,3,3460,0,0,13000,-5.293907608421675E-8+0.009687960035721789i,19.10833685449972-6.821905625095678i
0.03,3,3470,0,0,13000,-5.293940668783643E-8+0.00965910638859363i,19.1214245821473-6.821905697317687i
0.03,3,3480,0,0,13000,-5.29399882225465E-8+0.009630415415370281i,19.134478218305453-6.8219057697279535i
0.03,3,3490,0,0,13000,-5.2941534222503236E-8+0.00960188517800005i,19.14749831143703-6.821905842780147i
0.03,3,3500,0,0,13000,-5.2951957154031545E-8+0.00957351096159768i,19.160487179895195-6.821905921499443i
0.03,3,3510,0,0,13000,-5.3077967012210436E-8+0.009545345256316446i,19.173410862170048-6.821906073484i
0.03,3,3520,0,0,13000,-5.2944576069939404E-8+0.009517265810107006i,19.186346252870745-6.821906061070205i
0.03,3,3530,0,0,13000,-5.29412692905326E-8+0.00948936696911426i,19.19923285534335-6.821906131161871i
0.03,3,3540,0,0,13000,-5.294061926388389E-8+0.009461624701278969i,19.212085274125116-6.821906202965006i
0.03,3,3550,0,0,13000,-5.294046198037577E-8+0.009434036448050501i,19.224904499830572-6.821906275109151i
0.03,3,3560,0,0,13000,-5.294046197151251E-8+0.009406600620296345i,19.237690915800574-6.821906347382108i
0.03,3,3570,0,0,13000,-5.294052801863424E-8+0.00937931583222243i,19.250444783954283-6.821906419726315i
0.03,3,3580,0,0,13000,-5.294062705716118E-8+0.009352180770629862i,19.263166327616396-6.82190649212099i
0.03,3,3590,0,0,13000,-5.294074474870684E-8+0.009325194159311958i,19.27585575399366-6.821906564557197i
0.03,3,3600,0,0,13000,-5.294087405695696E-8+0.009298354746461998i,19.288513262056448-6.821906637030607i
0.03,3,3610,0,0,13000,-5.2941011200868494E-8+0.009271661299352831i,19.301139045809226-6.8219067095389505i
0.03,3,3620,0,0,13000,-5.2941154002482574E-8+0.009245112601758577i,19.31373329582328-6.821906782080973i
0.03,3,3630,0,0,13000,-5.294130113663857E-8+0.00921870745255126i,19.32629620002595-6.821906854655951i
0.03,3,3640,0,0,13000,-5.294145176073632E-8+0.009192444664852277i,19.338827944139585-6.821906927263472i
0.03,3,3650,0,0,13000,-5.294160531940812E-8+0.00916632306546739i,19.351328711942273-6.821906999903302i
0.03,3,3660,0,0,13000,-5.294176143563681E-8+0.009140341494476092i,19.36379868543241-6.8219070725753195i
0.03,3,3670,0,0,13000,-5.294191984719733E-8+0.009114498804910267i,19.376238044938084-6.821907145279483i
0.03,3,3680,0,0,13000,-5.294208036806741E-8+0.009088793862486809i,19.38864696919397-6.821907218015782i
0.03,3,3690,0,0,13000,-5.2942242864192144E-8+0.00906322554537451i,19.40102563539791-6.821907290784259i
0.03,3,3700,0,0,13000,-5.29424072378083E-8+0.009037792743983754i,19.413374219254646-6.821907363584967i
0.03,3,3710,0,0,13000,-5.2942573417038894E-8+0.00901249436077213i,19.425692895010865-6.821907436417976i
0.03,3,3720,0,0,13000,-5.294274134882679E-8+0.008987329310061295i,19.43798183548465-6.821907509283373i
0.03,3,3730,0,0,13000,-5.2942910994036115E-8+0.008962296517862593i,19.450241212090777-6.821907582181256i
0.03,3,3740,0,0,13000,-5.2943082323995554E-8+0.008937394921709233i,19.462471194863234-6.821907655111719i
0.03,3,3750,0,0,13000,-5.294325531801789E-8+0.00891262347049416i,19.47467195247556-6.821907728074876i
0.03,3,3760,0,0,13000,-5.294342996159566E-8+0.008887981124312435i,19.486843652259683-6.821907801070831i
0.03,3,3770,0,0,13000,-5.294360624506936E-8+0.008863466854307438i,19.498986460223602-6.821907874099702i
0.03,3,3780,0,0,13000,-5.294378416263553E-8+0.008839079642520856i,19.511100541068032-6.821907947161604i
0.03,3,3790,0,0,13000,-5.2943963711599604E-8+0.008814818481745673i,19.52318605820243-6.82190802025666i
0.03,3,3800,0,0,13000,-5.294414489180837E-8+0.008790682375382186i,19.535243173760318-6.821908093384985i
0.03,3,3810,0,0,13000,-5.29443277052177E-8+0.008766670337296707i,19.54727204861416-6.821908166546707i
0.03,3,3820,0,0,13000,-5.2944512155560074E-8+0.008742781391682745i,19.559272842389902-6.821908239741949i
0.03,3,3830,0,0,13000,-5.29446982480906E-8+0.008719014572924884i,19.57124571348094-6.821908312970831i
0.03,3,3840,0,0,13000,-5.2944885989393386E-8+0.008695368925464743i,19.583190819061965-6.821908386233488i
0.03,3,3850,0,0,13000,-5.294507538723411E-8+0.008671843503669311i,19.595108315102483-6.821908459530043i
0.03,3,3860,0,0,13000,-5.29452664504525E-8+0.008648437371701416i,19.606998356380007-6.821908532860631i
0.03,3,3870,0,0,13000,-5.294545918888484E-8+0.00862514960339224i,19.618861096493195-6.821908606225376i
0.03,3,3880,0,0,13000,-5.2945653613313715E-8+0.008601979282116045i,19.630696687874533-6.821908679624412i
0.03,3,3890,0,0,13000,-5.294584973544092E-8+0.008578925500666619i,19.642505281803114-6.821908753057873i
0.03,3,3900,0,0,13000,-5.2946047567879854E-8+0.008555987361135777i,19.654287028417055-6.821908826525888i
0.03,3,3910,0,0,13000,-5.294624712416825E-8+0.008533163974793818i,19.6660420767258-6.821908900028591i
0.03,3,3920,0,0,13000,-5.294644841879972E-8+0.008510454461971571i,19.67777057462237-6.821908973566123i
0.03,3,3930,0,0,13000,-5.294665146727285E-8+0.008487857951944433i,19.689472668895345-6.821909047138619i
0.03,3,3940,0,0,13000,-5.2946856286160504E-8+0.008465373582818065i,19.701148505240795-6.821909120746213i
0.03,3,3950,0,0,13000,-5.29470628932009E-8+0.008443000501415561i,19.71279822827425-6.821909194389046i
0.03,3,3960,0,0,13000,-5.294727130741084E-8+0.00842073786316669i,19.72442198154229-6.821909268067262i
0.03,3,3970,0,0,13000,-5.294748154922574E-8+0.008398584831998212i,19.736019907534335-6.821909341780998i
0.03,3,3980,0,0,13000,-5.294769364067097E-8+0.008376540580226133i,19.747592147694245-6.821909415530399i
0.03,3,3990,0,0,13000,-5.294790760556769E-8+0.008354604288449197i,19.759138842431938-6.82190948931561i
0.03,3,4000,0,0,13000,-5.2948123469781593E-8+0.008332775145443899i,19.770660131134985-6.821909563136783i
0.03,3,4010,0,0,13000,-5.2948341261523604E-8+0.008311052348060826i,19.782156152180246-6.821909636994063i
0.03,3,4020,0,0,13000,-5.2948561011709233E-8+0.008289435101122327i,19.79362704294554-6.821909710887604i
0.03,3,4030,0,0,13000,-5.294878275439636E-8+0.008267922617321365i,19.80507293982144-6.821909784817561i
0.03,3,4040,0,0,13000,-5.294900652731244E-8+0.008246514117121571i,19.81649397822317-6.821909858784092i
0.03,3,4050,0,0,13000,-5.2949232372496795E-8+0.008225208828658202i,19.827890292602785-6.821909932787361i
0.03,3,4060,0,0,13000,-5.294946033708475E-8+0.008204005987640222i,19.839262016461518-6.821910006827535i
0.03,3,4070,0,0,13000,-5.2949690474269994E-8+0.008182904837253042i,19.85060928236258-6.821910080904785i
0.03,3,4080,0,0,13000,-5.294992284449114E-8+0.0081619046280619i,19.861932221944418-6.821910155019294i
0.03,3,4090,0,0,13000,-5.295015751690645E-8+0.008141004617915672i,19.873230965934635-6.821910229171245i
0.03,3,4100,0,0,13000,-5.2950394571235394E-8+0.008120204071850977i,19.884505644164612-6.8219103033608315i
0.03,3,4110,0,0,13000,-5.2950634100075875E-8+0.008099502261995975i,19.8957563855853-6.821910377588263i
0.03,3,4120,0,0,13000,-5.2950876211843664E-8+0.008078898467473743i,19.90698331828431-6.8219104518537605i
0.03,3,4130,0,0,13000,-5.295112103452867E-8+0.008058391974304658i,19.918186569504687-6.821910526157559i
0.03,3,4140,0,0,13000,-5.295136872054065E-8+0.008037982075306926i,19.92936626566608-6.8219106004999155i
0.03,3,4150,0,0,13000,-5.2951619453018185E-8+0.008017668069994571i,19.940522532388858-6.821910674881109i
0.03,3,4160,0,0,13000,-5.295187345412686E-8+0.007997449264471754i,19.95165549452202-6.821910749301455i
0.03,3,4170,0,0,13000,-5.295213099609852E-8+0.007977324971321389i,19.96276527617657-6.821910823761312i
0.03,3,4180,0,0,13000,-5.2952392416093E-8+0.007957294509486424i,19.973852000765657-6.821910898261082i
0.03,3,4190,0,0,13000,-5.29526581364718E-8+0.007937357204140072i,19.984915791054437-6.821910972801254i
0.03,3,4200,0,0,13000,-5.295292869285558E-8+0.007917512386540756i,19.995956769223103-6.821911047382394i
0.03,3,4210,0,0,13000,-5.295320477357514E-8+0.00789775939386544i,20.00697505694813-6.821911122005197i
0.03,3,4220,0,0,13000,-5.295348727611789E-8+0.007878097569011637i,20.01797077550959-6.8219111966705315i
0.03,3,4230,0,0,13000,-5.2953777389470365E-8+0.007858526260353427i,20.028944045936385-6.821911271379508i
0.03,3,4240,0,0,13000,-5.2954076716870867E-8+0.007839044821430023i,20.03989498920668-6.821911346133557i
0.03,3,4250,0,0,13000,-5.2954387463297634E-8+0.007819652610530994i,20.050823726532457-6.821911420934624i
0.03,3,4260,0,0,13000,-5.2954712729824274E-8+0.007800348990121873i,20.06173037977374-6.821911495785358i
0.03,3,4270,0,0,13000,-5.2955056990497496E-8+0.007781133326014128i,20.07261507205988-6.821911570689543i
0.03,3,4280,0,0,13000,-5.295542689339637E-8+0.007762004986112933i,20.083477928752366-6.821911645652723i
0.03,3,4290,0,0,13000,-5.295583266428322E-8+0.007742963338439795i,20.09431907899382-6.82191172068334i
0.03,3,4300,0,0,13000,-5.295629069202411E-8+0.0077240077478511185i,20.10513865831043-6.821911795794846i
0.03,3,4310,0,0,13000,-5.295682858517261E-8+0.007705137570277936i,20.115936813216383-6.8219118710097835i
0.03,3,4320,0,0,13000,-5.2957495816847464E-8+0.007686352141925845i,20.12671370988761-6.821911946368424i
0.03,3,4330,0,0,13000,-5.295838830865096E-8+0.007667650757328366i,20.13746955183536-6.821912021948663i
0.03,3,4340,0,0,13000,-5.295971248680856E-8+0.007649032619921759i,20.14820461976466-6.821912097917876i
0.03,3,4350,0,0,13000,-5.2961982101086555E-8+0.007630496714224715i,20.15891937472477-6.821912174692179i
0.03,3,4360,0,0,13000,-5.2966788694331163E-8+0.0076120414020734795i,20.16961478404061-6.82191225355955i
0.03,3,4370,0,0,13000,-5.2981318112921183E-8+0.007593662656447551i,20.180293747172787-6.821912340331061i
0.03,3,4380,0,0,13000,-5.308388932289748E-8+0.007575338673047242i,20.190973519455575-6.821912498296015i
0.03,3,4390,0,0,13000,-5.451756346465386E-8+0.007557430167738164i,20.20136254402258-6.821913729937447i
0.03,3,4400,0,0,13000,-5.30100477992221E-8+0.007539115408736011i,20.212123872201378-6.8219125886054925i
0.03,3,4410,0,0,13000,-5.2974266711133413E-8+0.007521050858107949i,20.22272720095925-6.8219126349424695i
0.03,3,4420,0,0,13000,-5.296633035711154E-8+0.007503077358388034i,20.23330068276999-6.82191270376677i
0.03,3,4430,0,0,13000,-5.29635000390725E-8+0.007485186026365216i,20.243851157789855-6.821912776744172i
0.03,3,4440,0,0,13000,-5.2962284553375795E-8+0.007467374375467002i,20.254380305288315-6.821912851061672i
0.03,3,4450,0,0,13000,-5.2961738801811424E-8+0.007449641179355221i,20.26488879032085-6.821912925958325i
0.03,3,4460,0,0,13000,-5.296152111894792E-8+0.007431985602706185i,20.27537696543171-6.821913001159309i
0.03,3,4470,0,0,13000,-5.296148359474511E-8+0.0074144069662560284i,20.28584506030156-6.821913076545793i
0.03,3,4480,0,0,13000,-5.296155371781656E-8+0.007396904664675997i,20.296293248012468-6.821913152059633i
0.03,3,4490,0,0,13000,-5.296169253660094E-8+0.007379478132621957i,20.30672167242136-6.821913227669682i
0.03,3,4500,0,0,13000,-5.296187760504738E-8+0.007362126828908766i,20.31713046090112-6.821913303358065i
0.03,3,4510,0,0,13000,-5.296209524793441E-8+0.007344850228429274i,20.327519730829902-6.821913379113956i
0.03,3,4520,0,0,13000,-5.296233674820931E-8+0.00732764781771819i,20.337889593138197-6.8219134549305105i
0.03,3,4530,0,0,13000,-5.296259633738355E-8+0.007310519092367125i,20.348240154361953-6.8219135308032595i
0.03,3,4540,0,0,13000,-5.296287007624059E-8+0.007293463555439821i,20.358571517888652-6.821913606729194i
0.03,3,4550,0,0,13000,-5.2963155201922684E-8+0.00727648071645623i,20.368883784744565-6.821913682706252i
0.03,3,4560,0,0,13000,-5.296344973178137E-8+0.007259570090714531i,20.379177054109668-6.821913758733i
0.03,3,4570,0,0,13000,-5.296375221472669E-8+0.007242731198821432i,20.389451423664834-6.821913834808429i
0.03,3,4580,0,0,13000,-5.296406157047819E-8+0.007225963566355015i,20.399706989832463-6.8219139109318245i
0.03,3,4590,0,0,13000,-5.296437698291156E-8+0.007209266723614817i,20.40994384794707-6.8219139871026995i
0.03,3,4600,0,0,13000,-5.296469782765157E-8+0.007192640205429947i,20.420162092379517-6.821914063320697i
0.03,3,4610,0,0,13000,-5.296502362190167E-8+0.007176083551007785i,20.430361816628825-6.821914139585594i
0.03,3,4620,0,0,13000,-5.2965353989035276E-8+0.007159596303810658i,20.440543113391847-6.82191421589724i
0.03,3,4630,0,0,13000,-5.2965688633196766E-8+0.00714317801145282i,20.45070607461695-6.821914292255562i
0.03,3,4640,0,0,13000,-5.29660273208082E-8+0.007126828225612221i,20.46085079154618-6.821914368660527i
0.03,3,4650,0,0,13000,-5.296636986692731E-8+0.00711054650195313i,20.47097735474898-6.821914445112146i
0.03,3,4660,0,0,13000,-5.296671612506359E-8+0.007094332400057112i,20.481085854149647-6.821914521610459i
0.03,3,4670,0,0,13000,-5.2967065979498575E-8+0.007078185483360169i,20.49117637905016-6.821914598155534i
0.03,3,4680,0,0,13000,-5.296741933944053E-8+0.007062105319094907i,20.501249018149277-6.82191467474746i
0.03,3,4690,0,0,13000,-5.296777613454531E-8+0.007046091478236521i,20.511303859559032-6.821914751386341i
0.03,3,4700,0,0,13000,-5.296813631146278E-8+0.0070301435354518235i,20.52134099081906-6.821914828072298i
0.03,3,4710,0,0,13000,-5.2968499831168164E-8+0.007014261069050838i,20.531360498909216-6.821914904805461i
0.03,3,4720,0,0,13000,-5.2968866666897514E-8+0.006998443660940318i,20.54136247026108-6.821914981585973i
0.03,3,4730,0,0,13000,-5.296923680255898E-8+0.006982690896579143i,20.551346990768224-6.8219150584139845i
0.03,3,4740,0,0,13000,-5.2969610231521215E-8+0.006967002364934927i,20.56131414579591-6.821915135289656i
0.03,3,4750,0,0,13000,-5.296998695570868E-8+0.006951377658441905i,20.571264020190064-6.821915212213155i
0.03,3,4760,0,0,13000,-5.297036698495278E-8+0.00693581637295983i,20.581196698285844-6.82191528918466i
0.03,3,4770,0,0,13000,-5.2970750336557045E-8+0.006920318107733681i,20.59111226391586-6.821915366204349i
0.03,3,4780,0,0,13000,-5.29711370350551E-8+0.006904882465354203i,20.60101080041808-6.821915443272417i
0.03,3,4790,0,0,13000,-5.2971527112138835E-8+0.006889509051718858i,20.610892390643773-6.821915520389059i
0.03,3,4800,0,0,13000,-5.297192060675022E-8+0.006874197475993487i,20.620757116965226-6.821915597554476i
0.03,3,4810,0,0,13000,-5.297231756533268E-8+0.0068589473505742396i,20.63060506128359-6.821915674768886i
0.03,3,4820,0,0,13000,-5.297271804224389E-8+0.006843758291049889i,20.640436305036772-6.821915752032502i
0.03,3,4830,0,0,13000,-5.2973122100342474E-8+0.006828629916164391i,20.650250929207477-6.821915829345556i
0.03,3,4840,0,0,13000,-5.297352981176077E-8+0.006813561847779397i,20.66004901433176-6.8219159067082895i
0.03,3,4850,0,0,13000,-5.297394125889032E-8+0.006798553710837036i,20.66983064050758-6.821915984120945i
0.03,3,4860,0,0,13000,-5.297435653560867E-8+0.006783605133322362i,20.679595887404144-6.821916061583788i
0.03,3,4870,0,0,13000,-5.29747757487908E-8+0.006768715746225633i,20.68934483427173-6.821916139097092i
0.03,3,4880,0,0,13000,-5.297519902015815E-8+0.006753885183504275i,20.69907755995228-6.821916216661142i
0.03,3,4890,0,0,13000,-5.297562648853359E-8+0.006739113082044075i,20.70879414289092-6.821916294276249i
0.03,3,4900,0,0,13000,-5.297605831259134E-8+0.006724399081619751i,20.71849466114865-6.8219163719427405i
0.03,3,4910,0,0,13000,-5.297649467421391E-8+0.006709742824854198i,20.728179192416544-6.821916449660964i
0.03,3,4920,0,0,13000,-5.297693578260259E-8+0.006695143957176692i,20.73784781403135-6.821916527431306i
0.03,3,4930,0,0,13000,-5.2977381879327155E-8+0.006680602126778685i,20.74750060299378-6.821916605254168i
0.03,3,4940,0,0,13000,-5.2977833244561655E-8+0.006666116984567925i,20.757137635988826-6.821916683130006i
0.03,3,4950,0,0,13000,-5.297829020482122E-8+0.00665168818411906i,20.76675898940979-6.8219167610593185i
0.03,3,4960,0,0,13000,-5.297875314262401E-8+0.006637315381620601i,20.776364739386274-6.821916839042658i
0.03,3,4970,0,0,13000,-5.297922250863424E-8+0.0066229982358171355i,20.78595496181713-6.821916917080648i
0.03,3,4980,0,0,13000,-5.2979698837034675E-8+0.006608736407945087i,20.79552973241012-6.821916995173993i
0.03,3,4990,0,0,13000,-5.298018276514485E-8+0.006594529561660615i,20.80508912672958-6.821917073323506i
0.03,3,5000,0,0,13000,-5.298067505866706E-8+0.006580377362957036i,20.814633220254752-6.821917151530126i
0.03,3,5010,0,0,13000,-5.298117664448153E-8+0.006566279480068887i,20.824162088451605-6.821917229794954i
0.03,3,5020,0,0,13000,-5.2981688653673256E-8+0.006552235583358108i,20.833675806862512-6.82191730811929i
0.03,3,5030,0,0,13000,-5.298221247860169E-8+0.006538245345176902i,20.843174451219337-6.821917386504704i
0.03,3,5040,0,0,13000,-5.298274984949528E-8+0.006524308439699248i,20.852658097587657-6.821917464953094i
0.03,3,5050,0,0,13000,-5.298330293858018E-8+0.006510424542709823i,20.862126822553265-6.821917543466805i
0.03,3,5060,0,0,13000,-5.298387450365309E-8+0.006496593331334817i,20.87158070346643-6.821917622048762i
0.03,3,5070,0,0,13000,-5.298446808911717E-8+0.006482814483691838i,20.88101981876612-6.821917700702678i
0.03,3,5080,0,0,13000,-5.298508831232283E-8+0.0064690876784253785i,20.890444248417555-6.821917779433329i
0.03,3,5090,0,0,13000,-5.2985741279187005E-8+0.00645541259407783i,20.899854074512238-6.8219178582469695i
0.03,3,5100,0,0,13000,-5.2986435200294425E-8+0.006441788908219324i,20.90924938210637-6.82191793715195i
0.03,3,5110,0,0,13000,-5.298718132600965E-8+0.006428216296215568i,20.91863026041676-6.821918016159633i
0.03,3,5120,0,0,13000,-5.298799540416539E-8+0.006414694429439044i,20.92799680456639-6.82191809528586i
0.03,3,5130,0,0,13000,-5.298890002247743E-8+0.006401222972599308i,20.937349118199712-6.8219181745532484i
0.03,3,5140,0,0,13000,-5.298992850656002E-8+0.006387801579632208i,20.94668731752055-6.821918253995076i
0.03,3,5150,0,0,13000,-5.299113167567143E-8+0.006374429887141325i,20.956011537746196-6.821918333661954i
0.03,3,5160,0,0,13000,-5.299259012551071E-8+0.006361107503491004i,20.965321943853777-6.821918413634022i
0.03,3,5170,0,0,13000,-5.299443787688043E-8+0.006347833989755059i,20.974618749365412-6.821918494044343i
0.03,3,5180,0,0,13000,-5.299691120470565E-8+0.006334608824397021i,20.983902251190973-6.821918575127251i
0.03,3,5190,0,0,13000,-5.3000458667049456E-8+0.006321431332759772i,20.993172899205142-6.821918657327234i
0.03,3,5200,0,0,13000,-5.300601864580303E-8+0.00630830053227567i,21.00243144901117-6.8219187415735005i
0.03,3,5210,0,0,13000,-5.3015834442846755E-8+0.0062952147465756975i,21.011679342809643-6.821918830086063i
0.03,3,5220,0,0,13000,-5.303643385253583E-8+0.006282170452512958i,21.020919847414127-6.821918929321354i
0.03,3,5230,0,0,13000,-5.309410289693016E-8+0.006269157699514181i,21.030162575569424-6.821919065264194i
0.03,3,5240,0,0,13000,-5.3398297621886155E-8+0.006256128536566906i,21.03945465097927-6.8219194448583105i
0.03,3,5250,0,0,13000,-1.316175117835705E-6+0.006232701512641832i,21.05906094505443-6.823170372299681i
0.03,3,5260,0,0,13000,-5.3435076318813215E-8+0.006230800383861717i,21.057416732709118-6.821919637556428i
0.03,3,5270,0,0,13000,-5.310250136558521E-8+0.0062179065285251i,21.066673464948835-6.821919388843929i
0.03,3,5280,0,0,13000,-5.3042369645163226E-8+0.006205127304751401i,21.075849395373954-6.821919408789114i
0.03,3,5290,0,0,13000,-5.302176533015149E-8+0.006192411016890369i,21.084995345432063-6.8219194677323i
0.03,3,5300,0,0,13000,-5.301253177466307E-8+0.0061797472662509624i,21.094121381187026-6.821919537925369i
0.03,3,5310,0,0,13000,-5.3007766330442236E-8+0.006167132434007118i,21.1032308789211-6.8219196125693875i
0.03,3,5320,0,0,13000,-5.300511096140835E-8+0.006154564827213724i,21.112325315751516-6.821919689343015i
0.03,3,5330,0,0,13000,-5.30035821308394E-8+0.0061420434735910846i,21.121405459115394-6.821919767278607i
0.03,3,5340,0,0,13000,-5.300271027675007E-8+0.006129567721401057i,21.13047176166381-6.821919845914506i
0.03,3,5350,0,0,13000,-5.300224812508366E-8+0.006117137079824102i,21.139524518790196-6.821919925007818i
0.03,3,5360,0,0,13000,-5.300205536806278E-8+0.006104751146537719i,21.14856394009374-6.82192000442087i
0.03,3,5370,0,0,13000,-5.300204756918826E-8+0.006092409571551783i,21.15759018505831-6.821920084070932i
0.03,3,5380,0,0,13000,-5.300217143876023E-8+0.006080112037750556i,21.166603382242567-6.821920163905893i
0.03,3,5390,0,0,13000,-5.300239199681249E-8+0.006067858249777112i,21.17560364023633-6.821920243891628i
0.03,3,5400,0,0,13000,-5.3002685512273586E-8+0.006055647927362658i,21.18459105423022-6.8219203240050685i
0.03,3,5410,0,0,13000,-5.3003035427612536E-8+0.0060434808011536004i,21.193565710120176-6.82192040423019i
0.03,3,5420,0,0,13000,-5.3003429908536085E-8+0.0060313566100071775i,21.202527687162664-6.8219204845556005i
0.03,3,5430,0,0,13000,-5.3003860318093685E-8+0.006019275099183747i,21.211477059745157-6.821920564973055i
0.03,3,5440,0,0,13000,-5.3004320237003953E-8+0.006007236019105279i,21.220413898597865-6.821920645476471i
0.03,3,5450,0,0,13000,-5.300480481761627E-8+0.005995239124481668i,21.22933827164265-6.821920726061323i
