% Model,hl2.mph
% Version,COMSOL 6.1.0.357
% Date,"Nov 24 2023, 13:15"
% Table,Accumulated Probe Table 5 - 
% d1 (m),m,freq (Hz),"Total acoustic pressure (Pa), Pressure","Total acoustic velocity, z-component (m^3/s), Velocity","Total acoustic pressure (Pa), Pressure 1","Total acoustic velocity, z-component (m^3/s), Velocity 1","10*log10(acpr.p_t/acpr.v_tz), Impedance Probe 5"
0.03,3,5460,0,0,13000,-5.300531034768792E-8+0.005983284173682145i,21.238250244600177-6.821920806724189i
0.03,3,5470,0,0,13000,-5.300583394957245E-8+0.0059713709282739015i,21.24714988143221-6.821920887462471i
0.03,3,5480,0,0,13000,-5.3006373368845025E-8+0.005959499152676728i,21.25603724466954-6.821920968274182i
0.03,3,5490,0,0,13000,-5.300692682324511E-8+0.005947668613900282i,21.26491239565856-6.821921049157796i
0.03,3,5500,0,0,13000,-5.300749289307005E-8+0.005935879081340318i,21.273775394749812-6.821921130112147i
0.03,3,5510,0,0,13000,-5.3008070440553294E-8+0.005924130326618346i,21.282626301443774-6.821921211136345i
0.03,3,5520,0,0,13000,-5.300865854983065E-8+0.005912422123453382i,21.291465174505248-6.821921292229721i
0.03,3,5530,0,0,13000,-5.300925648175046E-8+0.005900754247557597i,21.300292072054226-6.8219213733917785i
0.03,3,5540,0,0,13000,-5.3009863639522755E-8+0.005889126476550334i,21.309107051638854-6.821921454622155i
0.03,3,5550,0,0,13000,-5.3010479542418995E-8+0.005877538589885879i,21.31791017029502-6.821921535920617i
0.03,3,5560,0,0,13000,-5.301110380548246E-8+0.005865990368792181i,21.326701484595205-6.82192161728702i
0.03,3,5570,0,0,13000,-5.301173612376052E-8+0.005854481596217682i,21.33548105068962-6.821921698721297i
0.03,3,5580,0,0,13000,-5.301237626022073E-8+0.005843012056784937i,21.34424892434081-6.821921780223461i
0.03,3,5590,0,0,13000,-5.301302403618073E-8+0.0058315815367491015i,21.353005160953554-6.821921861793569i
0.03,3,5600,0,0,13000,-5.301367932407454E-8+0.0058201898239606305i,21.361749815600927-6.82192194343174i
0.03,3,5610,0,0,13000,-5.301434204190289E-8+0.005808836707831034i,21.370482943047463-6.82192202513814i
0.03,3,5620,0,0,13000,-5.301501214912525E-8+0.005797521979301064i,21.37920459777017-6.821922106912984i
0.03,3,5630,0,0,13000,-5.3015689643749473E-8+0.005786245430810728i,21.387914833977955-6.821922188756518i
0.03,3,5640,0,0,13000,-5.301637456046784E-8+0.005775006856270802i,21.396613705629807-6.821922270669032i
0.03,3,5650,0,0,13000,-5.301706696971776E-8+0.0057638060510350935i,21.405301266452554-6.821922352650861i
0.03,3,5660,0,0,13000,-5.301776697759001E-8+0.005752642811873531i,21.413977569957915-6.821922434702376i
0.03,3,5670,0,0,13000,-5.301847472659168E-8+0.005741516936945181i,21.422642669460174-6.821922516823989i
0.03,3,5680,0,0,13000,-5.301919039719889E-8+0.005730428225771483i,21.431296618093754-6.821922599016156i
0.03,3,5690,0,0,13000,-5.301991421026691E-8+0.005719376479208723i,21.43993946883197-6.8219226812793785i
0.03,3,5700,0,0,13000,-5.302064643054774E-8+0.005708361499420071i,21.448571274506715-6.821922763614219i
0.03,3,5710,0,0,13000,-5.3021387370824105E-8+0.005697383089846131i,21.45719208782989-6.82192284602128i
0.03,3,5720,0,0,13000,-5.302213739770881E-8+0.0056864410551741755i,21.465801961416844-6.821922928501243i
0.03,3,5730,0,0,13000,-5.30228969385747E-8+0.005675535201305226i,21.47440094781237-6.821923011054852i
0.03,3,5740,0,0,13000,-5.302366649014908E-8+0.00566466533531858i,21.48298909952001-6.8219230936829405i
0.03,3,5750,0,0,13000,-5.3024446629133505E-8+0.005653831265433067i,21.491566469035398-6.82192317638643i
0.03,3,5760,0,0,13000,-5.30252380252118E-8+0.005643032800964337i,21.50013310888435-6.821923259166359i
0.03,3,5770,0,0,13000,-5.3026041457096874E-8+0.005632269752277086i,21.50868907166719-6.821923342023896i
0.03,3,5780,0,0,13000,-5.302685783222128E-8+0.00562154193073114i,21.51723441011043-6.82192342496036i
0.03,3,5790,0,0,13000,-5.302768821114442E-8+0.005610849148619909i,21.52576917712759-6.821923507977253i
0.03,3,5800,0,0,13000,-5.302853383785913E-8+0.005600191219099161i,21.53429342589154-6.821923591076297i
0.03,3,5810,0,0,13000,-5.302939617763769E-8+0.005589567956104084i,21.542807209920834-6.821923674259476i
0.03,3,5820,0,0,13000,-5.3030276964618194E-8+0.005578979174251229i,21.55131058318392-6.821923757529098i
0.03,3,5830,0,0,13000,-5.303117826203338E-8+0.005568424688721688i,21.55980360022563-6.821923840887863i
0.03,3,5840,0,0,13000,-5.303210253903728E-8+0.005557904315120126i,21.568286316322236-6.821923924338948i
0.03,3,5850,0,0,13000,-5.30330527695274E-8+0.005547417869303201i,21.57675878767263-6.821924007886136i
0.03,3,5860,0,0,13000,-5.303403256042007E-8+0.005536965167168013i,21.585221071636767-6.821924091533963i
0.03,3,5870,0,0,13000,-5.3035046319817386E-8+0.005526546024388798i,21.5936732270351-6.8219241752879105i
0.03,3,5880,0,0,13000,-5.303609947985377E-8+0.005516160256085124i,21.602115314528884-6.821924259154688i
0.03,3,5890,0,0,13000,-5.3037198795476696E-8+0.0055058076763989505i,21.610547397107794-6.821924343142562i
0.03,3,5900,0,0,13000,-5.303835275018569E-8+0.0054954880979487565i,21.61896954072253-6.8219244272618615i
0.03,3,5910,0,0,13000,-5.3039572114765394E-8+0.005485201331115453i,21.62738181511553-6.821924511525622i
0.03,3,5920,0,0,13000,-5.30408707285924E-8+0.00547494718309522i,21.635784294926278-6.821924595950522i
0.03,3,5930,0,0,13000,-5.304226661080748E-8+0.005464725456623423i,21.64417706118403-6.821924680558191i
0.03,3,5940,0,0,13000,-5.304378357050979E-8+0.005454535948226926i,21.652560203355943-6.821924765377116i
0.03,3,5950,0,0,13000,-5.304545358929147E-8+0.005444378445785597i,21.6609338222088-6.821924850445466i
0.03,3,5960,0,0,13000,-5.3047320430045153E-8+0.005434252725060237i,21.669298033887802-6.821924935815359i
0.03,3,5970,0,0,13000,-5.304944524956589E-8+0.005424158544634038i,21.67765297586365-6.821925021559494i
0.03,3,5980,0,0,13000,-5.305191559412419E-8+0.0054140956383496855i,21.685998815828682-6.821925107781792i
0.03,3,5990,0,0,13000,-5.305486032416384E-8+0.005404063703661602i,21.694335765402986-6.8219251946350274i
0.03,3,6000,0,0,13000,-5.3058475390708664E-8+0.005394062383070966i,21.702664101986098-6.821925282351297i
0.03,3,6010,0,0,13000,-5.3063070508063225E-8+0.00538409123331933i,21.71098420502338-6.821925371297139i
0.03,3,6020,0,0,13000,-5.306915857349997E-8+0.005374149671755054i,21.719296619152626-6.821925462079132i
0.03,3,6030,0,0,13000,-5.307763918693932E-8+0.005364236877350255i,21.72760217075241-6.821925555760554i
0.03,3,6040,0,0,13000,-5.309020905168141E-8+0.005354351594283257i,21.735902199226242-6.821925654345757i
0.03,3,6050,0,0,13000,-5.31103869411475E-8+0.005344491704216812i,21.74419906066725-6.821925761989548i
0.03,3,6060,0,0,13000,-5.314648298461467E-8+0.005334653171860553i,21.752497369546518-6.821925888499735i
0.03,3,6070,0,0,13000,-5.322223421256905E-8+0.005324826946278455i,21.760807647789385-6.821926061879395i
0.03,3,6080,0,0,13000,-5.343015128552824E-8+0.005314986986871716i,21.769160426194965-6.821926391220696i
0.03,3,6090,0,0,13000,-5.445051321353388E-8+0.005305012667257998i,21.77769763512467-6.821927678435681i
0.03,3,6100,0,0,13000,-2.4053368972253794E-7+0.005289705300954885i,21.79254905186934-6.82214743796797i
0.03,3,6110,0,0,13000,-5.5120388615813974E-8+0.005286840303540047i,21.792758529938098-6.8219286279856535i
0.03,3,6120,0,0,13000,-5.352238131306894E-8+0.005276871414535168i,21.80136699118848-6.821926833117587i
0.03,3,6130,0,0,13000,-5.325690070941335E-8+0.005267164954870369i,21.809692176432602-6.821926605511359i
0.03,3,6140,0,0,13000,-5.316782780480255E-8+0.005257541831829406i,21.817944776204087-6.821926585352457i
0.03,3,6150,0,0,13000,-5.312781367531423E-8+0.005247968876838649i,21.826163710641445-6.821926622906882i
0.03,3,6160,0,0,13000,-5.310672240800734E-8+0.005238435291193504i,21.834361565785024-6.821926682755629i
0.03,3,6170,0,0,13000,-5.309445893625642E-8+0.005228936448922692i,21.842543661406452-6.8219267530388095i
0.03,3,6180,0,0,13000,-5.3086865760749265E-8+0.005219469993144198i,21.85071264671944-6.8219268288742345i
0.03,3,6190,0,0,13000,-5.308197576527402E-8+0.005210034562544147i,21.858869999715434-6.821926907952982i
0.03,3,6200,0,0,13000,-5.307876000552824E-8+0.005200629289275158i,21.867016618301573-6.821926989067945i
0.03,3,6210,0,0,13000,-5.3076637692113996E-8+0.005191253573104338i,21.875153086202054-6.821927071538161i
0.03,3,6220,0,0,13000,-5.307526077197502E-8+0.005181906969382042i,21.883279804853093-6.82192715495584i
0.03,3,6230,0,0,13000,-5.307441033165524E-8+0.005172589129093392i,21.891397063978005-6.821927239064699i
0.03,3,6240,0,0,13000,-5.3073943078517765E-8+0.005163299764773416i,21.899505081711187-6.821927323697158i
0.03,3,6250,0,0,13000,-5.307376202710535E-8+0.00515403863013952i,21.907604028571992-6.82192740873994i
0.03,3,6260,0,0,13000,-5.307379963920419E-8+0.005144805507404049i,21.915694042396105-6.821927494114279i
0.03,3,6270,0,0,13000,-5.307400771779921E-8+0.005135600199086796i,21.923775237968872-6.821927579764087i
0.03,3,6280,0,0,13000,-5.307435113021405E-8+0.005126422522568305i,21.93184771343176-6.821927665648569i
0.03,3,6290,0,0,13000,-5.30748037876256E-8+0.005117272306368839i,21.939911554657122-6.821927751737535i
0.03,3,6300,0,0,13000,-5.307534599894934E-8+0.005108149387546388i,21.94796683830546-6.821927838008284i
0.03,3,6310,0,0,13000,-5.30759626877297E-8+0.0050990536098387655i,21.956013634006784-6.82192792444351i
0.03,3,6320,0,0,13000,-5.307664216430934E-8+0.005089984822312031i,21.964052005945838-6.821928011029887i
0.03,3,6330,0,0,13000,-5.307737526442133E-8+0.0050809428783603495i,21.97208201403372-6.821928097757041i
0.03,3,6340,0,0,13000,-5.3078154734388395E-8+0.005071927634954428i,21.98010371478694-6.821928184616833i
0.03,3,6350,0,0,13000,-5.307897478556695E-8+0.005062938952068489i,21.988117161996325-6.8219282716028395i
0.03,3,6360,0,0,13000,-5.3079830766960085E-8+0.005053976692237324i,21.99612240724304-6.821928358709981i
0.03,3,6370,0,0,13000,-5.3080718921675516E-8+0.00504504072020974i,22.004119500301048-6.82192844593421i
0.03,3,6380,0,0,13000,-5.3081636203749807E-8+0.005036130902673818i,22.012108489455418-6.821928533272336i
0.03,3,6390,0,0,13000,-5.3082580139052646E-8+0.005027247108036558i,22.020089421756502-6.821928620721819i
0.03,3,6400,0,0,13000,-5.308354871880273E-8+0.005018389206245034i,22.02806234322563-6.821928708280688i
0.03,3,6410,0,0,13000,-5.3084540317527374E-8+0.005009557068639401i,22.03602729902335-6.821928795947411i
0.03,3,6420,0,0,13000,-5.3085553629583016E-8+0.005000750567830576i,22.04398433358889-6.821928883720847i
0.03,3,6430,0,0,13000,-5.308658761996583E-8+0.004991969577597047i,22.05193349075731-6.821928971600177i
0.03,3,6440,0,0,13000,-5.308764148614431E-8+0.004983213972796562i,22.059874813859366-6.821929059584855i
0.03,3,6450,0,0,13000,-5.308871462963578E-8+0.0049744836292894955i,22.067808345807958-6.821929147674594i
0.03,3,6460,0,0,13000,-5.3089806632666165E-8+0.004965778423870912i,22.075734129174606-6.821929235869321i
0.03,3,6470,0,0,13000,-5.3090917243723565E-8+0.004957098234209563i,22.083652206258183-6.821929324169169i
0.03,3,6480,0,0,13000,-5.309204636622332E-8+0.004948442938791478i,22.091562619148597-6.82192941257447i
0.03,3,6490,0,0,13000,-5.309319405281998E-8+0.004939812416867145i,22.09946540978677-6.8219295010857435i
0.03,3,6500,0,0,13000,-5.3094360504231495E-8+0.004931206548400178i,22.10736062002347-6.821929589703707i
0.03,3,6510,0,0,13000,-5.309554607295722E-8+0.0049226252140164425i,22.11524829167826-6.821929678429263i
0.03,3,6520,0,0,13000,-5.3096751272594054E-8+0.004914068294951913i,22.123128466600804-6.821929767263539i
0.03,3,6530,0,0,13000,-5.309797679416528E-8+0.004905535672997294i,22.131001186737052-6.821929856207891i
0.03,3,6540,0,0,13000,-5.309922353202951E-8+0.00489702723043719i,22.138866494203228-6.821929945263954i
0.03,3,6550,0,0,13000,-5.3100492623977703E-8+0.004888542849980291i,22.146724431372228-6.821930034433684i
0.03,3,6560,0,0,13000,-5.310178551399973E-8+0.004880082414675304i,22.154575040979406-6.821930123719458i
0.03,3,6570,0,0,13000,-5.3103104053987844E-8+0.004871645807804142i,22.16241836625886-6.821930213124197i
0.03,3,6580,0,0,13000,-5.310445067735804E-8+0.004863232912736502i,22.17025445113133-6.821930302651601i
0.03,3,6590,0,0,13000,-5.310582871617629E-8+0.0048548436127162295i,22.17808334048238-6.821930392306579i
0.03,3,6600,0,0,13000,-5.310724303033417E-8+0.004846477790516673i,22.185905080613928-6.821930482096072i
0.03,3,6610,0,0,13000,-5.3108701387377426E-8+0.004838135327820985i,22.193719720058244-6.821930572030878i
0.03,3,6620,0,0,13000,-5.311021788799949E-8+0.004829816103956334i,22.20152731124283-6.821930662130166i
0.03,3,6630,0,0,13000,-5.311182295588765E-8+0.004821519992872755i,22.209327914464552-6.821930752434646i
0.03,3,6640,0,0,13000,-5.311359985461075E-8+0.004813246854308277i,22.21712160950946-6.821930843054643i
0.03,3,6650,0,0,13000,-5.3115875608855283E-8+0.004804996498856416i,22.224908541588405-6.821930934421366i
0.03,3,6660,0,0,13000,-5.31212796243229E-8+0.004796768444286981i,22.232689241738612-6.821931029995294i
0.03,3,6670,0,0,13000,-4.487159241860527E-7+0.004788667176392123i,22.240326182920104-6.82245122823289i
0.03,3,6680,0,0,13000,-5.312474577384656E-8+0.004780384599045168i,22.248224489327885-6.821931211736143i
0.03,3,6690,0,0,13000,-5.312279029260369E-8+0.004772224194959209i,22.25598490074967-6.821931297911804i
0.03,3,6700,0,0,13000,-5.3123998172243586E-8+0.00476408658179915i,22.263738032364508-6.821931388338429i
0.03,3,6710,0,0,13000,-5.312576043367563E-8+0.004755971269909398i,22.27148442932672-6.821931479589636i
0.03,3,6720,0,0,13000,-5.31277698450644E-8+0.004747878057070117i,22.27922425983895-6.821931571263661i
0.03,3,6730,0,0,13000,-5.312996699374504E-8+0.004739806785120821i,22.286957635207862-6.821931663284573i
0.03,3,6740,0,0,13000,-5.3132350265514886E-8+0.00473175730405019i,22.294684657139925-6.821931755652745i
0.03,3,6750,0,0,13000,-5.313494090825892E-8+0.004723729461689075i,22.302405431400263-6.8219318483991005i
0.03,3,6760,0,0,13000,-5.3137775364321656E-8+0.004715723098646828i,22.31012007461432-6.821931941575231i
0.03,3,6770,0,0,13000,-5.314090515519103E-8+0.004707738044231682i,22.317828719827194-6.82193203525352i
0.03,3,6780,0,0,13000,-5.31444002651012E-8+0.004699774111930864i,22.325531522715394-6.8219321295319135i
0.03,3,6790,0,0,13000,-5.3148355501862334E-8+0.004691831093594478i,22.333228669610193-6.8219322245428335i
0.03,3,6800,0,0,13000,-5.315290068009231E-8+0.004683908751421073i,22.340920388570503-6.821932320467327i
0.03,3,6810,0,0,13000,-5.3158216641959946E-8+0.004676006806468021i,22.348606965268242-6.821932417557345i
0.03,3,6820,0,0,13000,-5.316456088162352E-8+0.004668124921654233i,22.35628876649578-6.821932516171311i
0.03,3,6830,0,0,13000,-5.3172309749153854E-8+0.004660262675824316i,22.363966276041683-6.821932616832723i
0.03,3,6840,0,0,13000,-5.3182030598924836E-8+0.004652419522809123i,22.371640151325813-6.821932720330263i
0.03,3,6850,0,0,13000,-5.319461077952334E-8+0.004644594724237883i,22.37931131635159-6.821932827896804i
0.03,3,6860,0,0,13000,-5.321150097231577E-8+0.0046367872340898255i,22.386981121432726-6.8219329415469225i
0.03,3,6870,0,0,13000,-5.3235205188202776E-8+0.004628995489018568i,22.394651633296686-6.821933064756476i
0.03,3,6880,0,0,13000,-5.327035056789756E-8+0.004621217000575691i,22.40232619929687-6.82193320394592i
0.03,3,6890,0,0,13000,-5.332627698664993E-8+0.004613447490141603i,22.41001064439493-6.821933372070142i
0.03,3,6900,0,0,13000,-5.342422543564088E-8+0.004605678830717497i,22.417716119206098-6.821933598581318i
0.03,3,6910,0,0,13000,-5.362152057246237E-8+0.004597893302584307i,22.42546704925669-6.821933962938968i
0.03,3,6920,0,0,13000,-5.412085808989691E-8+0.0045900431837123555i,22.433329381569806-6.821934746028755i
0.03,3,6930,0,0,13000,-5.611679410848131E-8+0.00458193964372776i,22.44156438548351-6.821937602943671i
0.03,3,6940,0,0,13000,-9.750172223681692E-8+0.00457123820815899i,22.45341987628147-6.821995082384203i
0.03,3,6950,0,0,13000,-6.608399732478852E-8+0.004570025808102561i,22.452161640451042-6.821951527118585i
0.03,3,6960,0,0,13000,-5.516592405987485E-8+0.0045610841921178424i,22.46161956668026-6.821936542777047i
0.03,3,6970,0,0,13000,-5.393659779114666E-8+0.004553186508015064i,22.46965618248538-6.821934936787802i
0.03,3,6980,0,0,13000,-5.3568790017344886E-8+0.004545490973840268i,22.477434740030017-6.821934520588194i
0.03,3,6990,0,0,13000,-5.341193556558948E-8+0.004537879864101394i,22.485117920315588-6.821934395703046i
0.03,3,7000,0,0,13000,-5.3331258575056795E-8+0.004530318739143101i,22.492753259232835-6.82193437603607i
0.03,3,7010,0,0,13000,-5.3284689103955666E-8+0.004522793823292668i,22.500359720136366-6.821934403514356i
0.03,3,7020,0,0,13000,-5.32556587582219E-8+0.004515298499036475i,22.507946368196848-6.821934455274412i
0.03,3,7030,0,0,13000,-5.323656852166232E-8+0.0045078291695457365i,22.51551809174699-6.821934520833631i
0.03,3,7040,0,0,13000,-5.322353408711803E-8+0.004500383693759801i,22.52307776638909-6.82193459483573i
0.03,3,7050,0,0,13000,-5.321440160322229E-8+0.0044929607031215174i,22.530627199911635-6.82193467431184i
0.03,3,7060,0,0,13000,-5.320789847710486E-8+0.00448555927020993i,22.538167590564306-6.821934757508606i
0.03,3,7070,0,0,13000,-5.3203233488476E-8+0.0044781787345420715i,22.545699767975144-6.821934843336446i
0.03,3,7080,0,0,13000,-5.319989368530873E-8+0.004470818604943472i,22.553224328174014-6.821934931089384i
0.03,3,7090,0,0,13000,-5.319753468327867E-8+0.004463478501901037i,22.560741713319732-6.8219350202937745i
0.03,3,7100,0,0,13000,-5.3195918311501305E-8+0.004456158122014621i,22.568252260863808-6.821935110622291i
0.03,3,7110,0,0,13000,-5.319487560956597E-8+0.004448857215256289i,22.5757562350004-6.821935201842983i
0.03,3,7120,0,0,13000,-5.3194284043813716E-8+0.004441575569957546i,22.58325384742799-6.821935293787798i
0.03,3,7130,0,0,13000,-5.319405302349708E-8+0.004434313002623874i,22.590745271434518-6.8219353863326955i
0.03,3,7140,0,0,13000,-5.319411443245229E-8+0.0044270693508566125i,22.59823065168485-6.821935479384557i
0.03,3,7150,0,0,13000,-5.319441628515069E-8+0.004419844468328819i,22.605710111167472-6.821935572872473i
0.03,3,7160,0,0,13000,-5.319491838214345E-8+0.004412638221150776i,22.613183756219254-6.821935666741753i
0.03,3,7170,0,0,13000,-5.3195589276062655E-8+0.004405450485195329i,22.620651680222785-6.821935760949751i
0.03,3,7180,0,0,13000,-5.31964041153774E-8+0.004398281144098989i,22.628113966369266-6.821935855462901i
0.03,3,7190,0,0,13000,-5.3197343087605094E-8+0.004391130087746499i,22.63557068975276-6.821935950254574i
0.03,3,7200,0,0,13000,-5.319839027923115E-8+0.004383997211106685i,22.643021918978864-6.821936045303507i
0.03,3,7210,0,0,13000,-5.3199532830074E-8+0.004376882413327053i,22.650467717415673-6.821936140592651i
0.03,3,7220,0,0,13000,-5.3200760298779746E-8+0.0043697855970213076i,22.657908144178172-6.821936236108281i
0.03,3,7230,0,0,13000,-5.320206418195753E-8+0.004362706667702345i,22.66534325491169-6.821936331839363i
0.03,3,7240,0,0,13000,-5.3203437546472696E-8+0.004355645533325861i,22.672773102422607-6.821936427777033i
0.03,3,7250,0,0,13000,-5.3204874746236865E-8+0.004348602103919017i,22.680197737191875-6.821936523914203i
0.03,3,7260,0,0,13000,-5.3206371202821354E-8+0.004341576291274762i,22.68761720779799-6.8219366202452845i
0.03,3,7270,0,0,13000,-5.3207923235011496E-8+0.004334568008697291i,22.695031561269722-6.821936716765928i
0.03,3,7280,0,0,13000,-5.320952792598559E-8+0.00432757717078713i,22.70244084338457-6.821936813472874i
0.03,3,7290,0,0,13000,-5.321118302056182E-8+0.004320603693257549i,22.70984509892439-6.821936910363784i
0.03,3,7300,0,0,13000,-5.321288684598274E-8+0.004313647492774917i,22.717244371898524-6.821937007437165i
0.03,3,7310,0,0,13000,-5.3214638252105256E-8+0.004306708486817825i,22.724638705741835-6.821937104692265i
